contig_id,mean_coverage,mean_qv
unitig_4701,13.613586404539463,37.702176403207332
unitig_1238,10.298936855138258,23.948892323544566
unitig_5268,7.240010366051182,15.969824447860205
unitig_4700,10.594748623258829,28.25542775911088
unitig_940,8.276566963316691,23.022275258552106
unitig_2502,31.37998210803599,46.699836031973767
unitig_4251,0.8385135135135136,0.0
unitig_4046,0.9971425818882468,0.0
unitig_941,15.502152169605704,33.866673265366721
unitig_4600,30.836990310893928,32.810079151229367
unitig_4702,9.653989872502034,16.559884948991055
unitig_19,9.697375763420121,28.292559332905707
unitig_1491,12.988533885502944,34.58363731109953
unitig_4602,0.2583360310780188,0.0
unitig_1022,8.833989883662113,13.626100075433744
unitig_4603,32.70600913681173,32.08642865729054
unitig_3260,13.84801865747313,35.314207650273225
unitig_2509,10.146382636655948,28.39160839160839
unitig_4706,4.098147727272727,8.1629524485450666
unitig_5228,16.483268167569108,36.979151101149178
unitig_4226,19.468285399637804,41.878100083158046
unitig_4227,11.109716154349247,26.194877384196186
unitig_4224,8.27763536038625,24.613069943723442
unitig_4225,13.628514162237925,32.227376159635917
unitig_4222,22.051534685863874,41.404459812676976
unitig_4223,13.419671285604313,36.393521241460434
unitig_4220,11.580484583174725,32.283866057838658
unitig_4221,16.7273102016897,33.32377978876503
unitig_1231,8.777997027916356,9.1375689435723384
unitig_4228,14.913867334961775,28.014661177960736
unitig_4229,1.1913250148544265,0.0
unitig_4598,12.092198092301762,14.888598275695049
unitig_5576,10.73088797865078,23.742131727605685
unitig_5571,26.626598566208262,43.836495699089632
unitig_4559,20.120385741565883,38.369292447444209
unitig_3904,1.0,0.0
unitig_5572,14.90691775763679,36.514191773468433
unitig_4554,22.75230229691072,43.728121186014789
unitig_1075,0.993510483135825,0.0
unitig_1076,15.889375943471975,41.151559892155603
unitig_4557,16.954555286833703,38.304013056835636
unitig_1070,16.337616008280143,37.512017655781236
unitig_4551,21.411085615629553,41.581303258960517
unitig_4552,19.09296021009861,36.385224404968085
unitig_1073,14.61105953991881,38.077165496128217
unitig_4798,17.135277159913937,35.164012835260642
unitig_4799,15.05619560323136,39.311643291876159
unitig_4797,15.021993540449094,35.260765918179025
